Id,Category
1546,positive
1547,positive
1548,positive
1549,positive
1550,positive
1551,positive
1552,positive
1553,positive
1554,positive
1555,positive
1556,positive
1557,positive
1558,positive
1559,positive
1560,positive
1561,positive
1562,positive
1563,positive
1564,positive
1565,positive
1566,positive
1567,positive
1568,positive
1569,positive
1570,positive
1571,positive
1572,positive
1573,positive
1574,positive
1575,positive
1576,positive
1577,positive
1578,positive
1579,positive
1580,positive
1581,positive
1582,positive
1583,positive
1584,positive
1585,positive
1586,positive
1587,positive
1588,positive
1589,positive
1590,positive
1591,positive
1592,positive
1593,positive
1594,positive
1595,positive
1596,positive
1597,positive
1598,positive
1599,positive
1600,positive
1601,positive
1602,positive
1603,positive
1604,positive
1605,positive
1606,positive
1607,positive
1608,positive
1609,positive
1610,positive
1611,positive
1612,positive
1613,positive
1614,positive
1615,positive
1616,positive
1617,positive
1618,positive
1619,positive
1620,positive
1621,positive
1622,positive
1623,positive
1624,positive
1625,positive
1626,positive
1627,positive
1628,positive
1629,positive
1630,positive
1631,positive
1632,positive
1633,positive
1634,positive
1635,positive
1636,positive
1637,positive
1638,positive
1639,positive
1640,positive
1641,positive
1642,positive
1643,positive
1644,positive
1645,positive
1646,positive
1647,positive
1648,positive
1649,positive
1650,positive
1651,positive
1652,positive
1653,positive
1654,positive
1655,positive
1656,positive
1657,positive
1658,positive
1659,positive
1660,positive
1661,positive
1662,positive
1663,positive
1664,positive
1665,positive
1666,positive
1667,positive
1668,positive
1669,positive
1670,positive
1671,positive
1672,positive
1673,positive
1674,positive
1675,positive
1676,positive
1677,positive
1678,positive
1679,positive
1680,positive
1681,positive
1682,positive
1683,positive
1684,positive
1685,positive
1686,positive
1687,positive
1688,positive
1689,positive
1690,positive
1691,positive
1692,positive
1693,positive
1694,positive
1695,positive
1696,positive
1697,positive
1698,positive
1699,positive
1700,positive
1701,positive
1702,positive
1703,positive
1704,positive
1705,positive
1706,positive
1707,positive
1708,positive
1709,positive
1710,positive
1711,positive
1712,positive
1713,positive
1714,positive
1715,positive
1716,positive
1717,positive
1718,positive
1719,positive
1720,positive
1721,positive
1722,positive
1723,positive
1724,positive
1725,positive
1726,positive
1727,positive
1728,positive
1729,positive
1730,positive
1731,positive
1732,positive
1733,positive
1734,positive
1735,positive
1736,positive
1737,positive
1738,positive
1739,positive
1740,positive
1741,positive
1742,positive
1743,positive
1744,positive
1745,positive
1746,positive
1747,positive
1748,positive
1749,positive
1750,positive
1751,positive
1752,positive
1753,positive
1754,positive
1755,positive
1756,positive
1757,positive
1758,positive
1759,positive
1760,positive
1761,positive
1762,positive
1763,positive
1764,positive
1765,positive
1766,positive
1767,positive
1768,positive
1769,positive
1770,positive
1771,positive
1772,positive
1773,positive
1774,positive
1775,positive
1776,positive
1777,positive
1778,positive
1779,positive
1780,positive
1781,positive
1782,positive
1783,positive
1784,positive
1785,positive
1786,positive
1787,positive
1788,positive
1789,positive
1790,positive
1791,positive
1792,positive
1793,positive
1794,positive
1795,positive
1796,positive
1797,positive
1798,positive
1799,positive
1800,positive
1801,positive
1802,positive
1803,positive
1804,positive
1805,positive
1806,positive
1807,positive
1808,positive
1809,positive
1810,positive
1811,positive
1812,positive
1813,positive
1814,positive
1815,positive
1816,positive
1817,positive
1818,positive
1819,positive
1820,positive
1821,positive
1822,positive
1823,positive
1824,positive
1825,positive
1826,positive
1827,positive
1828,positive
1829,positive
1830,positive
1831,positive
1832,positive
1833,positive
1834,positive
1835,positive
1836,positive
1837,positive
1838,positive
1839,positive
1840,positive
1841,positive
1842,positive
1843,positive
1844,positive
1845,positive
1846,positive
1847,positive
1848,positive
1849,positive
1850,positive
1851,positive
1852,positive
1853,positive
1854,positive
1855,positive
1856,positive
1857,positive
1858,positive
1859,positive
1860,positive
1861,positive
1862,positive
1863,positive
1864,positive
1865,positive
1866,positive
1867,positive
1868,positive
1869,positive
1870,positive
1871,positive
1872,positive
1873,positive
1874,positive
1875,positive
1876,positive
1877,positive
1878,positive
1879,positive
1880,positive
1881,positive
1882,positive
1883,positive
1884,positive
1885,positive
1886,positive
1887,positive
1888,positive
1889,positive
1890,positive
1891,positive
1892,positive
1893,positive
1894,positive
1895,positive
1896,positive
1897,positive
1898,positive
1899,positive
1900,positive
1901,positive
1902,positive
1903,positive
1904,positive
1905,positive
1906,positive
1907,positive
1908,positive
1909,positive
1910,positive
1911,positive
1912,positive
1913,positive
1914,positive
1915,positive
1916,positive
1917,positive
1918,positive
1919,positive
1920,positive
1921,positive
1922,positive
1923,positive
1924,positive
1925,positive
1926,positive
1927,positive
1928,positive
1929,positive
1930,positive
1931,positive
1932,positive
1933,positive
1934,positive
1935,positive
1936,positive
1937,positive
1938,positive
1939,positive
1940,positive
1941,positive
1942,positive
1943,positive
1944,positive
1945,positive
1946,positive
1947,positive
1948,positive
1949,positive
1950,positive
1951,positive
1952,positive
1953,positive
1954,positive
1955,positive
1956,positive
1957,positive
1958,positive
1959,positive
1960,positive
1961,positive
1962,positive
1963,positive
1964,positive
1965,positive
1966,positive
1967,positive
1968,positive
1969,positive
1970,positive
1971,positive
1972,positive
1973,positive
1974,positive
1975,positive
1976,positive
1977,positive
1978,positive
1979,positive
1980,positive
1981,positive
1982,positive
1983,positive
1984,positive
1985,positive
1986,positive
1987,positive
1988,positive
1989,positive
1990,positive
1991,positive
1992,positive
1993,positive
1994,positive
1995,positive
1996,positive
1997,positive
1998,positive
1999,positive
2000,positive
2001,positive
2002,positive
2003,positive
2004,positive
2005,positive
2006,positive
2007,positive
2008,positive
2009,positive
2010,positive
2011,positive
2012,positive
2013,positive
2014,positive
2015,positive
2016,positive
2017,positive
2018,positive
2019,positive
2020,positive
2021,positive
2022,positive
2023,positive
2024,positive
2025,positive
2026,positive
2027,positive
2028,positive
2029,positive
2030,positive
2031,positive
2032,positive
2033,positive
2034,positive
2035,positive
2036,positive
2037,positive
2038,positive
2039,positive
2040,positive
2041,positive
2042,positive
2043,positive
2044,positive
2045,positive
2046,positive
2047,positive
2048,positive
2049,positive
2050,positive
2051,positive
2052,positive
2053,positive
2054,positive
2055,positive
2056,positive
2057,positive
2058,positive
2059,positive
2060,positive
2061,positive
2062,positive
2063,positive
2064,positive
2065,positive
2066,positive
2067,positive
2068,positive
2069,positive
2070,positive
2071,positive
2072,positive
2073,positive
2074,positive
2075,positive
2076,positive
2077,positive
2078,positive
2079,positive
2080,positive
2081,positive
2082,positive
2083,positive
2084,positive
2085,positive
2086,positive
2087,positive
2088,positive
2089,positive
2090,positive
2091,positive
2092,positive
2093,positive
2094,positive
2095,positive
2096,positive
2097,positive
2098,positive
2099,positive
2100,positive
2101,positive
2102,positive
2103,positive
2104,positive
2105,positive
2106,positive
2107,positive
2108,positive
2109,positive
2110,positive
2111,positive
2112,positive
2113,positive
2114,positive
2115,positive
2116,positive
2117,positive
2118,positive
2119,positive
2120,positive
2121,positive
2122,positive
2123,positive
2124,positive
2125,positive
2126,positive
2127,positive
2128,positive
2129,positive
2130,positive
2131,positive
2132,positive
2133,positive
2134,positive
2135,positive
2136,positive
2137,positive
2138,positive
2139,positive
2140,positive
2141,positive
2142,positive
2143,positive
2144,positive
2145,positive
2146,positive
2147,positive
2148,positive
2149,positive
2150,positive
2151,positive
2152,positive
2153,positive
2154,positive
2155,positive
2156,positive
2157,positive
2158,positive
2159,positive
2160,positive
2161,positive
2162,positive
2163,positive
2164,positive
2165,positive
2166,positive
2167,positive
2168,positive
2169,positive
2170,positive
2171,positive
2172,positive
2173,positive
2174,positive
2175,positive
2176,positive
2177,positive
2178,positive
2179,positive
2180,positive
2181,positive
2182,positive
2183,positive
2184,positive
2185,positive
2186,positive
2187,positive
2188,positive
2189,positive
2190,positive
2191,positive
2192,positive
2193,positive
2194,positive
2195,positive
2196,positive
2197,positive
2198,positive
2199,positive
2200,positive
2201,positive
2202,positive
2203,positive
2204,positive
2205,positive
2206,positive
2207,positive
2208,positive
2209,positive
2210,positive
2211,positive
2212,positive
2213,positive
2214,positive
2215,positive
2216,positive
2217,positive
2218,positive
2219,positive
2220,positive
2221,positive
2222,positive
2223,positive
2224,positive
2225,positive
2226,positive
2227,positive
2228,positive
2229,positive
2230,positive
2231,positive
2232,positive
2233,positive
2234,positive
2235,positive
2236,positive
2237,positive
2238,positive
2239,positive
2240,positive
2241,positive
2242,positive
2243,positive
2244,positive
2245,positive
2246,positive
2247,positive
2248,positive
2249,positive
2250,positive
2251,positive
2252,positive
2253,positive
2254,positive
2255,positive
2256,positive
2257,positive
2258,positive
2259,positive
2260,positive
2261,positive
2262,positive
2263,positive
2264,positive
2265,positive
2266,positive
2267,positive
2268,positive
2269,positive
2270,positive
2271,positive
2272,positive
2273,positive
2274,positive
2275,positive
2276,positive
2277,positive
2278,positive
2279,positive
2280,positive
2281,positive
2282,positive
2283,positive
2284,positive
2285,positive
2286,positive
2287,positive
2288,positive
2289,positive
2290,positive
2291,positive
2292,positive
2293,positive
2294,positive
2295,positive
2296,positive
2297,positive
2298,positive
2299,positive
2300,positive
2301,positive
2302,positive
2303,positive
2304,positive
2305,positive
2306,positive
2307,positive
2308,positive
2309,positive
2310,positive
2311,positive
2312,positive
2313,positive
2314,positive
2315,positive
2316,positive
2317,positive
2318,positive
2319,positive
2320,positive
2321,positive
2322,positive
2323,positive
2324,positive
2325,positive
2326,positive
2327,positive
2328,positive
2329,positive
2330,positive
2331,positive
2332,positive
2333,positive
2334,positive
2335,positive
2336,positive
2337,positive
2338,positive
2339,positive
2340,positive
2341,positive
2342,positive
2343,positive
2344,positive
2345,positive
2346,positive
2347,positive
2348,positive
2349,positive
2350,positive
2351,positive
2352,positive
2353,positive
2354,positive
2355,positive
2356,positive
2357,positive
2358,positive
2359,positive
2360,positive
2361,positive
2362,positive
2363,positive
2364,positive
2365,positive
2366,positive
2367,positive
2368,positive
2369,positive
2370,positive
2371,positive
2372,positive
2373,positive
2374,positive
2375,positive
2376,positive
2377,positive
2378,positive
2379,positive
2380,positive
2381,positive
2382,positive
2383,positive
2384,positive
2385,positive
2386,positive
2387,positive
2388,positive
2389,positive
2390,positive
2391,positive
2392,positive
2393,positive
2394,positive
2395,positive
2396,positive
2397,positive
2398,positive
2399,positive
2400,positive
2401,positive
2402,positive
2403,positive
2404,positive
2405,positive
2406,positive
2407,positive
2408,positive
2409,positive
2410,positive
2411,positive
2412,positive
2413,positive
2414,positive
2415,positive
2416,positive
2417,positive
2418,positive
2419,positive
2420,positive
2421,positive
2422,positive
2423,positive
2424,positive
2425,positive
2426,positive
2427,positive
2428,positive
2429,positive
2430,positive
2431,positive
2432,positive
2433,positive
2434,positive
2435,positive
2436,positive
2437,positive
2438,positive
2439,positive
2440,positive
2441,positive
2442,positive
2443,positive
2444,positive
2445,positive
2446,positive
2447,positive
2448,positive
2449,positive
2450,positive
2451,positive
2452,positive
2453,positive
2454,positive
2455,positive
2456,positive
2457,positive
2458,positive
2459,positive
2460,positive
2461,positive
2462,positive
2463,positive
2464,positive
2465,positive
2466,positive
2467,positive
2468,positive
2469,positive
2470,positive
2471,positive
2472,positive
2473,positive
2474,positive
2475,positive
2476,positive
2477,positive
2478,positive
2479,positive
2480,positive
2481,positive
2482,positive
2483,positive
2484,positive
2485,positive
2486,positive
2487,positive
2488,positive
2489,positive
2490,positive
2491,positive
2492,positive
2493,positive
2494,positive
2495,positive
2496,positive
2497,positive
